"Energy with dietary fibre, equated 
(kJ)","Protein 
(g)","Ash 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),"Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Zinc (Zn) 
(mg)","Retinol (preformed vitamin A) 
(ug)","Beta-carotene 
(ug)","Thiamin (B1) 
(mg)","Niacin (B3) 
(mg)","Pyridoxine (B6) 
(mg)","Cobalamin (B12) 
(ug)","Folate, natural 
(ug)","Total folates 
(ug)","Vitamin C 
(mg)","Cholecalciferol (D3) 
(ug)","Ergocalciferol (D2) 
(ug)","25-hydroxy cholecalciferol (25-OH D3) 
(ug)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),"Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
1092,26.8,0.9,0.0,0.0,0.0,0.0,0.0,8,1.0,3.4,24,245,285,8.4,5.9,8,0,0.032,2.32,0.47,1.8,0,0,0,0.4,0,0.1,0.84,0.8,0.77,6.78,0.57,0.28,47.86,1126.24,0,65
1855,12.2,0.6,0.0,0.0,0.0,0.0,0.0,13,11.0,2.0,7,78,125,5.6,1.2,66,0,0.025,1.5,0.02,1.5,20,20,0,2.0,0,0.3,3.5,3.7,3.7,24.28,0.66,0.25,0.0,4122.07,0,129
2556,10.0,0.6,0.0,0.0,0.0,0.0,0.0,7,11.0,1.25,12,103,175,9.7,2.65,42,0,0.0,7.0,0.1,3.0,8,8,0,2.7,0,0.3,4.2,0.8,0.8,32.7,1.04,0.22,0.0,4768.11,0,75
432,21.6,1.0,0.0,0.0,0.0,0.0,0.0,10,11.0,2.35,20,180,315,11.5,5.1,6,0,0.12,3.2,0.04,1.3,32,32,0,0.2,0,0.5,2.7,1.3,1.3,0.75,0.05,0.01,9.17,82.12,0,72
676,30.8,1.1,0.0,0.0,0.0,0.0,0.0,10,11.0,3.4,23,195,305,16.5,7.55,6,0,0.05,3.25,0.02,2.8,21,21,0,0.2,0,0.4,2.2,1.6,1.65,1.65,0.17,0.04,22.81,152.89,0,145
456,22.2,1.0,0.0,0.0,0.0,0.0,0.0,6,11.0,2.5,22,190,340,12.0,3.9,0,0,0.135,3.65,0.04,1.0,23,23,0,0.2,0,0.5,2.7,0.6,0.6,1.02,0.07,0.01,14.43,83.91,0,77
695,33.8,1.2,0.0,0.0,0.0,0.0,0.0,8,11.0,3.85,26,225,335,19.5,6.15,0,0,0.06,3.6,0.02,2.7,14,14,0,0.2,0,0.4,2.2,0.4,0.45,1.46,0.17,0.04,34.24,208.39,0,116
432,22.2,1.0,0.0,0.0,0.0,0.0,0.0,10,11.0,2.95,22,185,340,11.5,3.5,0,0,0.09,4.0,0.05,0.6,8,8,0,0.2,0,0.5,2.7,0.0,0.05,0.59,0.04,0.02,9.96,65.4,0,70
612,29.2,1.0,0.0,0.0,0.0,0.0,0.0,16,11.0,2.95,22,185,320,14.0,4.15,0,0,0.05,4.1,0.02,2.3,23,23,0,0.2,0,0.4,2.2,0.0,0.05,1.46,0.06,0.03,17.04,197.78,0,98
440,22.0,1.0,0.0,0.0,0.0,0.0,0.0,9,11.0,2.6,21,185,332,11.7,4.17,2,0,0.115,3.62,0.04,1.0,21,21,0,0.2,0,0.5,2.7,0.6,0.65,0.79,0.06,0.01,11.19,77.14,0,73
661,31.3,1.1,0.0,0.0,0.0,0.0,0.0,11,11.0,3.4,23,202,320,16.7,5.95,2,0,0.053,3.65,0.02,2.6,19,19,0,0.2,0,0.4,2.2,0.7,0.72,1.52,0.13,0.04,24.69,186.35,0,120
871,43.6,2.0,0.0,0.0,0.0,0.0,0.0,17,10.9,4.89,27,238,361,21.9,7.84,3,0,0.068,4.3,0.04,1.1,23,23,0,0.4,0,0.9,4.81,1.0,1.03,1.56,0.11,0.03,22.15,152.76,0,145
566,21.2,1.0,0.0,0.0,0.0,0.0,0.0,9,11.0,2.55,20,175,313,11.1,3.9,8,0,0.107,3.43,0.04,1.0,21,21,0,0.4,0,0.5,2.77,0.9,0.92,2.88,0.11,0.04,10.19,437.86,0,78
1011,37.8,1.7,0.0,0.0,0.0,0.0,0.0,16,9.8,4.32,23,204,308,18.9,6.62,10,0,0.057,3.67,0.04,1.1,20,20,0,0.6,0,0.8,4.45,1.3,1.32,5.15,0.2,0.06,18.2,781.9,0,140
847,29.2,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0,3.19,22,192,306,16.0,5.63,6,0,0.048,3.98,0.03,2.6,18,18,0,0.4,0,0.4,2.4,0.7,0.72,4.58,0.22,0.06,22.27,635.36,0,115
1286,18.6,0.9,0.0,0.0,0.0,0.0,0.0,6,0.0,0.45,15,140,250,16.0,1.4,15,0,0.58,4.3,0.1,0.4,0,0,0,1.7,0,0.0,1.71,0.3,0.3,9.51,2.85,0.22,0.0,49.94,0,60
1606,27.4,1.3,0.0,0.0,0.0,0.0,0.0,8,0.0,0.66,16,175,294,23.5,2.06,16,0,0.512,5.38,0.11,0.4,0,0,0,2.3,0,0.0,2.26,0.4,0.35,11.19,3.35,0.26,0.0,58.74,0,71
469,24.1,1.2,0.0,0.0,0.0,0.0,0.0,6,0.8,0.54,26,240,420,27.5,1.55,0,0,0.84,9.4,0.57,0.2,57,57,0,0.4,0,0.0,0.4,0.2,0.2,0.54,0.18,0.01,0.0,5.82,0,48
656,32.5,1.2,0.0,0.0,0.0,0.0,0.0,6,0.8,0.7,29,260,450,33.5,2.61,0,0,1.4,8.2,0.46,0.3,8,8,0,0.4,0,0.0,0.4,0.0,0.0,1.07,0.28,0.02,0.0,10.19,0,130
643,22.7,1.1,0.0,0.0,0.0,0.0,0.0,6,0.8,0.54,25,228,398,25.8,1.46,2,0,0.79,8.94,0.54,0.3,53,53,0,0.8,0,0.0,0.81,0.2,0.21,2.43,0.65,0.04,0.0,31.47,0,47
825,30.6,1.1,0.0,0.0,0.0,0.0,0.0,7,0.7,0.67,27,250,427,32.4,2.44,1,0,1.305,7.8,0.43,0.4,8,8,0,0.8,0,0.0,0.85,0.0,0.03,3.21,0.73,0.04,0.0,36.33,0,123
502,22.8,1.1,0.0,0.0,0.0,0.0,0.0,6,0.8,0.84,27,230,465,18.5,2.4,0,0,0.74,9.2,0.44,0.5,4,4,0,0.4,0,0.0,0.4,0.2,0.21,1.02,0.37,0.02,2.82,14.1,0,69
647,31.3,1.5,0.0,0.0,0.0,0.0,0.0,7,0.8,1.15,30,220,465,29.0,3.75,0,0,0.94,5.5,0.35,0.7,22,22,0,0.4,0,0.0,0.4,0.0,0.0,1.02,0.37,0.02,2.82,14.1,0,82
433,23.1,1.4,0.0,0.0,0.0,0.0,0.0,4,0.8,0.86,26,240,390,17.5,1.75,0,0,1.5,9.7,0.73,0.3,32,32,0,0.4,0,0.0,0.4,0.3,0.31,0.38,0.09,0.01,0.0,5.0,0,47
566,28.5,1.5,0.0,0.0,0.0,0.0,0.0,4,0.8,0.98,27,270,390,28.5,2.4,0,0,1.5,10.7,0.63,0.2,44,44,0,0.4,0,0.0,0.4,0.1,0.11,0.76,0.18,0.02,0.0,10.01,0,56
2042,9.6,0.5,0.0,0.0,0.0,0.0,0.0,26,0.8,0.9,9,110,160,0.0,0.9,50,0,0.28,2.4,0.3,0.4,4,4,0,5.5,0,0.0,5.5,0.3,0.29,19.51,5.23,0.44,0.0,242.06,0,92
2179,11.5,0.7,0.0,0.0,0.0,0.0,0.0,28,0.8,1.0,11,120,190,16.8,0.9,46,0,0.32,3.0,0.29,0.9,8,8,0,6.0,0,0.0,6.0,0.1,0.13,20.43,5.57,0.51,0.0,255.4,0,90
476,19.5,1.1,0.0,0.0,0.0,0.0,0.0,16,0.8,1.2,22,200,380,12.0,3.0,0,0,0.74,4.2,0.63,0.5,45,45,0,0.4,0,0.0,0.4,0.0,0.0,1.42,0.44,0.02,0.0,14.2,0,62
680,26.3,1.1,0.0,0.0,0.0,0.0,0.0,22,0.8,1.6,24,220,410,33.5,4.0,0,0,0.75,4.1,0.55,0.7,43,43,0,0.4,0,0.0,0.4,0.0,0.0,2.41,0.63,0.04,0.0,22.93,0,83
771,25.4,1.1,0.0,0.0,0.0,0.0,0.0,22,0.8,1.56,23,214,397,32.5,3.81,3,0,0.724,4.03,0.53,0.7,41,41,0,0.7,0,0.0,0.74,0.0,0.01,3.5,0.93,0.07,0.0,37.02,0,83
785,17.5,1.0,0.0,0.0,0.0,0.0,0.0,18,0.8,1.14,19,182,336,9.6,2.58,10,0,0.649,3.84,0.56,0.5,37,37,0,1.4,0,0.0,1.41,0.0,0.06,5.0,1.38,0.1,0.0,59.2,0,68
988,23.3,1.0,0.0,0.0,0.0,0.0,0.0,23,0.8,1.48,21,199,365,30.1,3.36,9,0,0.662,3.87,0.5,0.7,36,36,0,1.5,0,0.0,1.55,0.0,0.03,6.1,1.64,0.14,0.0,70.61,0,84
447,19.6,1.1,0.0,0.0,0.0,0.0,0.0,11,0.8,1.1,21,200,370,15.0,2.7,0,0,0.66,3.8,0.63,0.3,45,45,0,0.4,0,0.0,0.4,0.0,0.0,1.13,0.35,0.02,0.0,11.28,0,60
658,24.8,1.0,0.0,0.0,0.0,0.0,0.0,15,0.8,1.6,23,220,380,33.5,3.7,0,0,0.67,4.0,0.55,0.5,43,43,0,0.4,0,0.0,0.4,0.0,0.0,2.45,0.64,0.04,0.0,23.3,0,69
748,24.0,1.0,0.0,0.0,0.0,0.0,0.0,16,0.8,1.56,22,214,369,32.5,3.53,3,0,0.649,3.94,0.53,0.5,41,41,0,0.7,0,0.0,0.73,0.0,0.01,3.52,0.93,0.07,0.0,37.15,0,70
762,17.6,1.0,0.0,0.0,0.0,0.0,0.0,14,0.8,1.06,19,182,328,12.0,2.34,10,0,0.585,3.52,0.56,0.3,37,37,0,1.4,0,0.0,1.41,0.0,0.06,4.76,1.31,0.1,0.0,56.84,0,66
901,22.6,1.0,0.0,0.0,0.0,0.0,0.0,17,0.8,1.5,21,204,350,30.8,3.25,7,0,0.614,3.84,0.51,0.6,37,37,0,1.3,0,0.0,1.3,0.0,0.02,5.32,1.43,0.12,0.0,60.43,0,72
685,21.6,1.2,0.0,0.0,0.0,0.0,0.0,4,0.8,0.8,22,216,357,17.0,2.31,4,0,0.76,5.67,0.31,0.8,32,32,0,1.3,0,0.0,1.28,0.2,0.21,3.05,0.99,0.07,0.0,39.95,0,69
926,31.2,1.3,0.0,0.0,0.0,0.0,0.0,6,0.8,1.37,26,221,418,29.4,3.29,4,0,0.818,4.08,0.28,0.8,2,2,0,1.5,0,0.0,1.47,0.1,0.08,3.76,1.26,0.09,0.0,48.67,0,84
2603,8.6,0.5,0.0,0.0,0.0,0.0,0.0,3,0.8,0.6,8,100,140,4.8,0.46,26,0,1.1,4.1,0.3,0.9,4,4,0,5.5,0,0.0,5.5,0.5,0.51,23.86,7.21,0.51,0.0,379.68,0,38
2191,12.0,0.8,0.0,0.0,0.0,0.0,0.0,4,0.8,0.66,14,100,230,23.8,0.58,35,0,0.52,3.6,0.29,1.4,8,8,0,6.0,0,0.0,6.0,0.4,0.43,19.29,5.83,0.41,0.0,307.06,0,32
466,23.5,1.3,0.0,0.0,0.0,0.0,0.0,4,0.8,0.81,25,240,382,17.1,1.76,0,0,1.115,10.55,0.63,0.2,45,45,0,0.4,0,0.0,0.4,0.2,0.15,0.59,0.23,0.01,0.41,6.55,0,48
589,28.8,1.4,0.0,0.0,0.0,0.0,0.0,5,0.8,0.97,27,250,409,23.1,2.51,0,0,1.118,7.28,0.55,0.4,43,43,0,0.4,0,0.0,0.4,0.0,0.0,0.89,0.34,0.01,0.61,9.83,0,58
486,23.3,1.3,0.0,0.0,0.0,0.0,0.0,4,0.8,0.81,25,239,380,17.0,1.75,0,0,1.115,10.49,0.63,0.2,44,44,0,0.4,0,0.0,0.45,0.2,0.15,0.82,0.3,0.01,0.4,10.2,0,48
603,28.6,1.4,0.0,0.0,0.0,0.0,0.0,5,0.8,0.97,27,249,407,23.1,2.5,0,0,1.112,7.24,0.55,0.5,42,42,0,0.4,0,0.0,0.45,0.0,0.0,1.05,0.39,0.02,0.61,12.44,0,58
2694,7.9,0.4,0.0,0.0,0.0,0.0,0.0,16,0.0,0.29,6,91,104,6.0,0.37,17,0,0.172,1.6,0.06,1.1,4,4,0,5.5,0,0.0,5.5,0.4,0.36,27.29,5.74,0.35,0.0,329.74,0,46
2765,8.8,0.6,0.0,0.0,0.0,0.0,0.0,17,0.4,0.36,9,130,159,20.4,0.43,17,0,0.21,3.17,0.07,1.1,8,8,0,6.0,0,0.0,6.0,0.4,0.35,27.88,5.86,0.36,0.0,336.88,0,41
461,23.2,1.2,0.0,0.0,0.0,0.0,0.0,11,0.0,0.46,26,220,426,0.0,1.29,0,0,0.755,6.82,0.34,0.2,36,36,0,0.4,0,0.0,0.4,0.2,0.17,0.62,0.18,0.01,3.6,6.55,0,48
687,30.6,1.4,0.0,0.0,0.0,0.0,0.0,16,0.4,0.64,24,250,400,35.0,1.8,0,0,0.857,9.25,0.3,0.2,20,20,0,0.4,0,0.0,0.4,0.0,0.0,1.56,0.44,0.02,9.01,16.38,0,71
573,22.4,1.2,0.0,0.0,0.0,0.0,0.0,11,0.0,0.45,25,214,410,0.3,1.24,1,0,0.726,6.56,0.33,0.2,34,34,0,0.6,0,0.0,0.66,0.2,0.18,1.96,0.45,0.02,3.42,22.71,0,48
790,29.5,1.3,0.0,0.0,0.0,0.0,0.0,16,0.4,0.63,23,244,388,34.3,1.73,1,0,0.825,8.94,0.28,0.3,19,19,0,0.7,0,0.0,0.68,0.0,0.02,2.87,0.71,0.04,8.56,32.4,0,70
705,21.5,1.1,0.0,0.0,0.0,0.0,0.0,11,0.0,0.44,24,206,391,0.7,1.19,2,0,0.691,6.25,0.31,0.3,32,32,0,1.0,0,0.0,0.96,0.2,0.19,3.53,0.78,0.04,3.21,41.85,0,48
930,28.0,1.3,0.0,0.0,0.0,0.0,0.0,16,0.4,0.61,22,236,372,33.3,1.64,2,0,0.781,8.54,0.27,0.3,18,18,0,1.0,0,0.0,1.06,0.0,0.04,4.64,1.08,0.06,7.95,53.94,0,67
843,21.0,1.1,0.0,0.0,0.0,0.0,0.0,5,0.8,0.53,23,198,373,23.8,1.37,5,0,0.731,8.42,0.5,0.4,49,49,0,1.3,0,0.0,1.28,0.2,0.2,4.6,1.19,0.07,0.0,61.09,0,46
1240,30.9,1.6,0.0,0.0,0.0,0.0,0.0,8,1.1,0.75,34,288,543,35.0,2.01,6,0,1.06,12.19,0.72,0.5,72,72,0,1.7,0,0.0,1.69,0.2,0.26,6.77,1.75,0.11,0.0,89.84,0,68
2941,5.2,0.3,0.0,0.0,0.0,0.0,0.0,4,0.8,0.16,4,91,69,3.8,0.22,28,0,0.19,2.4,0.05,1.1,11,11,0,5.5,0,0.0,5.5,0.4,0.36,29.02,9.4,0.66,0.0,367.38,0,38
2629,8.8,0.4,0.0,0.0,0.0,0.0,0.0,3,0.8,0.27,8,130,145,20.1,0.44,2,0,0.72,10.0,0.17,0.4,8,8,0,6.0,0,0.0,6.0,0.4,0.35,25.22,8.17,0.57,0.0,319.26,0,33
478,23.3,1.2,0.0,0.0,0.0,0.0,0.0,6,0.8,0.41,25,220,370,25.0,1.6,0,0,0.73,8.8,0.12,0.5,36,36,0,0.4,0,0.0,0.4,0.2,0.17,0.75,0.24,0.02,0.0,8.01,0,46
860,31.9,1.2,0.0,0.0,0.0,0.0,0.0,7,0.8,0.52,25,250,340,43.5,2.55,0,0,0.72,10.0,0.17,0.4,15,15,0,0.4,0,0.0,0.4,0.0,0.0,2.93,0.95,0.06,0.0,31.3,0,57
943,19.9,1.0,0.0,0.0,0.0,0.0,0.0,6,0.8,0.36,21,196,313,21.0,1.34,5,0,0.628,7.59,0.11,0.6,31,31,0,1.4,0,0.0,1.36,0.2,0.2,6.1,1.98,0.14,0.0,75.96,0,44
1093,28.8,1.1,0.0,0.0,0.0,0.0,0.0,6,0.8,0.49,23,234,314,40.4,2.27,0,0,0.72,10.0,0.17,0.4,14,14,0,1.1,0,0.0,1.14,0.0,0.05,5.87,1.9,0.13,0.0,69.23,0,54
2642,6.3,0.4,0.0,0.0,0.0,0.0,0.0,5,0.8,0.48,8,91,150,5.9,0.48,30,0,0.21,3.7,0.15,0.9,11,11,0,5.5,0,0.0,5.5,0.4,0.36,24.09,6.07,0.39,0.0,326.4,0,38
2307,14.9,0.8,0.0,0.0,0.0,0.0,0.0,16,0.8,0.7,18,130,340,21.4,0.91,24,0,0.39,7.3,0.15,1.0,11,11,0,6.0,0,0.0,6.0,0.4,0.35,19.52,4.92,0.32,0.0,264.46,0,46
469,24.1,1.2,0.0,0.0,0.0,0.0,0.0,6,0.8,0.54,26,220,420,27.5,1.55,0,0,0.84,9.4,0.57,0.2,57,57,0,0.4,0,0.0,0.4,0.2,0.17,0.54,0.18,0.01,0.0,5.82,0,48
631,29.5,1.3,0.0,0.0,0.0,0.0,0.0,6,0.8,0.63,29,250,455,33.8,1.85,0,0,0.82,6.3,0.46,0.3,8,8,0,0.4,0,0.0,0.4,0.0,0.0,1.19,0.38,0.02,0.0,12.74,0,63
615,22.9,1.1,0.0,0.0,0.0,0.0,0.0,6,0.8,0.54,25,211,402,26.0,1.48,2,0,0.798,9.02,0.54,0.3,54,54,0,0.7,0,0.0,0.74,0.2,0.18,2.12,0.57,0.03,0.0,27.37,0,47
891,33.2,1.7,0.0,0.0,0.0,0.0,0.0,6,0.9,0.63,35,276,497,37.8,2.14,2,0,0.815,10.53,0.58,0.4,66,66,0,1.0,0,0.0,0.97,0.2,0.22,3.08,0.83,0.05,0.0,39.66,0,68
748,20.9,1.0,0.0,0.0,0.0,0.0,0.0,8,1.1,0.93,20,170,330,13.5,2.2,5,0,0.72,7.0,0.41,0.5,9,9,0,0.4,0,0.0,0.4,0.0,0.0,4.0,1.08,0.08,0.0,70.49,0,54
849,25.9,1.1,0.0,0.0,0.0,0.0,0.0,12,1.5,1.22,22,180,350,26.2,3.02,2,0,0.7,10.7,0.42,0.6,10,10,0,0.4,0,0.0,0.4,0.0,0.0,4.17,1.12,0.08,0.0,73.48,0,57
1842,11.3,0.7,0.0,0.0,0.0,0.0,0.0,5,0.8,0.64,12,100,200,7.3,0.94,24,0,0.33,4.1,0.18,1.0,3,3,0,5.5,0,0.0,5.5,0.5,0.51,16.02,5.02,0.38,0.0,212.52,0,76
1961,16.3,0.9,0.0,0.0,0.0,0.0,0.0,6,0.8,1.45,22,100,345,22.8,1.55,19,0,0.64,2.3,0.22,1.0,7,7,0,6.0,0,0.0,6.0,0.4,0.43,16.35,5.12,0.39,0.0,216.81,0,65
444,23.7,1.3,0.0,0.0,0.0,0.0,0.0,4,0.8,0.83,24,240,390,19.0,2.6,0,0,0.85,6.0,0.34,0.7,38,38,0,0.4,0,0.0,0.4,0.2,0.15,0.35,0.16,0.01,0.0,4.0,0,68
682,34.7,1.4,0.0,0.0,0.0,0.0,0.0,6,0.8,1.35,27,250,435,31.0,3.7,0,0,0.86,4.5,0.3,0.7,2,2,0,0.4,0,0.0,0.4,0.0,0.0,0.79,0.35,0.02,0.0,9.1,0,89
472,23.4,1.3,0.0,0.0,0.0,0.0,0.0,4,0.8,0.83,24,237,386,18.8,2.57,0,0,0.84,5.96,0.34,0.7,37,37,0,0.5,0,0.0,0.5,0.2,0.16,0.66,0.25,0.02,0.0,8.17,0,68
699,34.5,1.4,0.0,0.0,0.0,0.0,0.0,6,0.8,1.35,27,248,434,30.9,3.67,0,0,0.857,4.47,0.3,0.7,2,2,0,0.5,0,0.0,0.47,0.0,0.0,0.99,0.41,0.02,0.0,11.8,0,89
416,22.1,1.4,0.0,0.0,0.0,0.0,0.0,4,0.8,0.88,25,240,385,10.5,2.0,0,0,1.2,9.7,0.68,0.2,41,41,0,0.4,0,0.0,0.4,0.2,0.15,0.35,0.18,0.01,0.0,4.0,0,46
563,29.4,1.5,0.0,0.0,0.0,0.0,0.0,5,0.8,1.1,25,250,390,23.2,2.9,0,0,1.2,10.4,0.59,0.4,25,25,0,0.4,0,0.0,0.4,0.0,0.0,0.54,0.27,0.01,0.0,6.19,0,62
508,25.3,1.2,0.0,0.0,0.0,0.0,0.0,5,0.8,0.84,25,240,365,16.5,1.7,0,0,1.1,11.5,0.71,0.2,35,35,0,0.4,0,0.0,0.4,0.2,0.15,0.7,0.27,0.01,0.0,7.64,0,45
627,28.6,1.4,0.0,0.0,0.0,0.0,0.0,5,0.8,0.94,26,250,380,28.8,2.4,0,0,1.1,5.3,0.6,0.4,27,27,0,0.4,0,0.0,0.4,0.0,0.0,1.26,0.48,0.02,0.0,13.83,0,57
568,24.8,1.2,0.0,0.0,0.0,0.0,0.0,5,0.8,0.83,24,236,358,16.2,1.66,1,0,1.1,11.29,0.7,0.2,34,34,0,0.5,0,0.0,0.55,0.2,0.16,1.37,0.47,0.03,0.0,18.36,0,45
836,36.5,1.7,0.0,0.0,0.0,0.0,0.0,5,0.9,0.97,34,312,448,23.8,2.45,1,0,1.132,13.28,0.75,0.3,43,43,0,0.7,0,0.0,0.72,0.2,0.19,2.01,0.69,0.04,0.0,27.0,0,66
2124,10.7,0.5,0.0,0.0,0.0,0.0,0.0,8,0.8,0.56,10,110,190,5.7,1.04,17,0,0.33,3.8,0.22,1.0,4,4,0,5.5,0,0.0,5.5,0.3,0.29,22.16,3.65,0.2,0.0,300.2,0,48
2076,12.2,0.6,0.0,0.0,0.0,0.0,0.0,9,0.8,0.88,14,240,280,20.7,1.45,5,0,0.37,4.2,0.14,1.0,3,3,0,6.0,0,0.0,6.0,0.0,0.0,21.32,3.51,0.19,0.0,288.76,0,46
631,20.6,1.0,0.0,0.0,0.0,0.0,0.0,4,0.8,0.78,20,220,355,13.0,2.7,0,0,0.65,9.6,0.35,0.7,12,12,0,0.4,0,0.0,0.4,0.3,0.27,2.68,0.8,0.06,0.0,27.66,0,50
964,30.6,1.2,0.0,0.0,0.0,0.0,0.0,8,0.8,1.35,25,240,430,12.0,4.6,0,0,0.52,8.1,0.24,0.9,11,11,0,0.4,0,0.0,0.4,0.0,0.0,4.23,1.27,0.09,0.0,43.68,0,74
893,18.9,0.9,0.0,0.0,0.0,0.0,0.0,5,0.8,0.74,18,201,326,11.7,2.41,3,0,0.594,8.58,0.33,0.7,11,11,0,1.3,0,0.0,1.29,0.3,0.27,6.09,1.3,0.08,0.0,75.36,0,50
1024,29.6,1.2,0.0,0.0,0.0,0.0,0.0,8,0.8,1.32,24,240,422,12.5,4.43,0,0,0.512,7.89,0.23,0.9,10,10,0,0.7,0,0.0,0.7,0.0,0.0,5.15,1.39,0.09,0.0,56.91,0,72
456,22.5,1.2,0.0,0.0,0.0,0.0,0.0,4,0.8,0.79,26,240,410,25.0,1.85,0,0,0.96,11.0,0.51,0.5,52,52,0,0.4,0,0.0,0.4,0.2,0.15,0.68,0.19,0.01,1.82,7.28,0,60
585,27.9,1.3,0.0,0.0,0.0,0.0,0.0,5,0.8,0.97,28,250,425,32.5,2.55,0,0,0.92,9.0,0.45,0.5,76,76,0,0.4,0,0.0,0.4,0.0,0.0,1.03,0.29,0.01,2.73,10.92,0,63
475,22.4,1.2,0.0,0.0,0.0,0.0,0.0,4,0.8,0.79,26,239,408,24.8,1.84,0,0,0.961,10.94,0.51,0.5,52,52,0,0.4,0,0.0,0.44,0.2,0.15,0.88,0.25,0.01,1.8,10.52,0,60
1198,18.1,0.9,0.0,0.0,0.0,0.0,0.0,12,0.0,0.4,19,177,320,2.0,0.99,6,0,0.563,5.1,0.25,0.5,25,25,0,2.1,0,0.0,2.08,0.2,0.23,9.42,2.01,0.12,2.41,113.2,0,47
1663,27.4,1.4,0.0,0.0,0.0,0.0,0.0,17,0.0,0.6,22,233,396,2.7,1.49,4,0,0.542,6.67,0.28,0.6,37,37,0,2.6,0,0.0,2.55,0.3,0.28,12.68,2.71,0.16,3.71,152.22,0,70
466,22.4,1.2,0.0,0.0,0.0,0.0,0.0,4,0.8,0.75,26,220,385,26.5,2.05,0,0,0.87,9.8,0.51,0.4,20,20,0,0.4,0,0.0,0.4,0.2,0.17,0.75,0.3,0.01,0.0,12.56,0,50
623,31.2,1.3,0.0,0.0,0.0,0.0,0.0,5,0.8,0.9,33,270,470,37.5,2.65,0,0,1.05,11.0,0.26,0.6,30,30,0,0.4,0,0.0,0.4,0.0,0.0,0.82,0.33,0.02,0.0,13.65,0,59
482,24.0,1.5,0.0,0.0,0.0,0.0,0.0,4,0.8,0.73,25,240,370,16.5,1.5,0,0,1.2,10.0,0.62,0.1,51,51,0,0.4,0,0.0,0.4,0.2,0.15,0.65,0.25,0.01,0.0,5.46,0,43
582,29.2,1.4,0.0,0.0,0.0,0.0,0.0,5,0.8,0.86,30,250,440,28.8,2.2,0,0,1.25,4.4,0.57,0.6,43,43,0,0.4,0,0.0,0.4,0.0,0.0,0.74,0.29,0.01,0.0,6.28,0,52
583,29.2,1.4,0.0,0.0,0.0,0.0,0.0,5,0.8,0.86,29,250,440,28.7,2.2,0,0,1.249,4.4,0.57,0.6,43,43,0,0.4,0,0.0,0.4,0.0,0.0,0.76,0.3,0.01,0.0,6.58,0,52
806,27.5,2.0,1.1,0.0,0.0,0.0,0.0,10,3.6,0.47,28,270,310,21.0,0.76,23,8,0.0,5.3,0.37,0.2,16,16,0,0.5,0,1.2,6.37,0.0,0.0,2.47,0.99,0.23,0.0,16.82,0,160
412,22.5,1.1,0.0,0.0,0.0,0.0,0.0,4,0.0,0.26,31,240,390,17.0,0.52,4,0,0.12,11.0,0.51,0.1,0,0,0,0.2,0,0.7,3.7,0.5,0.5,0.25,0.11,0.01,3.78,3.78,0,68
637,29.0,1.2,0.0,0.0,0.0,0.0,0.0,9,0.0,0.5,30,280,320,26.1,0.83,7,0,0.05,11.0,0.2,0.2,3,3,0,0.0,0,1.2,6.0,0.2,0.22,1.25,0.46,0.03,0.0,17.32,0,84
598,29.8,1.3,0.0,0.0,0.0,0.0,0.0,5,0.0,0.4,30,260,375,34.6,0.68,0,0,0.11,6.9,0.21,0.5,54,54,0,0.0,0,1.2,6.0,0.1,0.14,0.82,0.25,0.02,2.33,10.95,0,98
663,34.5,1.4,0.0,0.0,0.7,0.0,0.7,5,0.6,0.37,38,285,445,22.8,0.73,6,0,0.11,16.73,0.44,0.2,2,2,0,0.0,0,1.2,6.0,0.4,0.4,0.55,0.24,0.02,6.62,6.62,0,86
596,27.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0.6,0.4,28,260,270,20.0,0.9,5,0,0.05,11.0,0.3,0.2,0,0,0,0.0,0,1.2,6.0,0.2,0.21,1.2,0.41,0.03,0.0,16.43,0,69
666,20.2,1.0,0.0,0.0,0.0,0.0,0.0,6,0.4,0.34,27,212,338,13.9,0.53,24,0,0.098,9.38,0.44,0.2,0,0,0,0.3,0,0.8,4.27,0.5,0.52,2.66,1.04,0.09,3.1,33.61,0,72
785,27.7,1.2,0.0,0.0,0.0,0.0,0.0,13,0.2,0.57,29,271,303,25.8,0.87,20,0,0.044,10.27,0.2,0.3,3,3,0,0.3,0,1.2,6.13,0.4,0.4,2.63,1.0,0.08,0.0,38.5,0,92
701,26.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0.8,0.44,27,250,258,19.7,0.91,14,0,0.046,10.34,0.33,0.3,0,0,0,0.2,0,1.2,6.11,0.3,0.32,2.16,0.81,0.06,0.0,32.91,0,77
